0,13.6,64,0
0,12.6,76,0
0,12.7,80,0
0,16.6,64,0
0,21.5,50,0
0,13.8,65,0
0,12.6,99,0
0,13.5,60,0
0,14.5,75,0
0,14.8,80,0
0,11.1,90,0
0,17,76,0
0,30.4,23,0
0,29.1,23,0
0,17.6,69,0
0,19.7,52,0
0,21.5,42,0
0,23.6,42,0
0,21.8,44,0
0,23.9,44,0
0,20.1,50,0
0,21.8,43,0
0,24.3,40,0
0,27.2,36,0
0,27.7,27,0
0,22.9,43,0
0,25.1,30,0
0,20.6,42,0
0,21.4,47,0
0,19.5,54,0
0,20.3,46,0
0,22.5,50,0
0,14.4,99,0
0,13.5,81,0
0,13.2,64,0
0,14.6,73,0
0,15.1,72,0
0,8.4,70,0
0,9.5,86,0
0,10.5,87,0
0,14.2,77,0
0,18.5,70,0
0,14.6,57,0
0,11.4,67,0
0,10.4,76,0
0,13,65,0
0,12.3,78,0
0,15.6,58,0
0,9.6,78,0
0,16.8,60,0
0,8.5,99,0
0,16.7,67,0
0,24.8,37,0
0,18,50,0
0,16.9,56,0
0,17,62,0
0,20,54,0
0,15.9,45,0
0,17,55,0
0,18.8,60,0
0,23.6,35,0
0,20.4,61,0
0,17.9,44,0
0,17.7,47,0
0,17.1,33,0
0,17.8,49,0
0,19.9,42,0
0,19.9,42,0
0,17.9,49,0
0,21.1,44,0
0,19.5,55,0
0,14.9,82,0
0,34.5,28,0
0,32.2,37,0
0,20.2,44,0
0,12.8,41,0
0,16.2,65,0
0,18.4,70,0
0,21.6,80,0
0,20.9,78,0
0,19.7,83,0
0,18.3,77,0
0,20.9,83,0
0,15.1,59,0
0,16.6,71,0
0,15.5,68,0
0,17.6,73,0
0,19.2,70,0
0,18.6,65,0
0,21.9,69,0
0,14.7,76,0
0,13.8,44,0
0,16.3,73,0
0,40.5,17,0
0,31.2,48,0
0,27.7,17,0
0,24,18,0
0,27.5,25,0
0,24.6,43,0
0,27.5,48,0
0,26.7,54,0
0,23.7,64,0
0,25.2,60,0
0,29.3,46,0
0,23.5,34,0
0,24.3,34,0
0,23.4,45,0
0,24.6,46,0
0,27.8,38,0
0,29.4,37,0
0,28.2,30,0
0,24.7,23,0
0,27.2,22,0
0,24.6,39,0
0,8,76,0
0,4.7,99,0
0,6,99,0
0,6.7,99,0
0,14.9,70,0
0,3.2,85,0
0,7.1,88,0
0,9.3,70,0
0,6.5,77,0
0,7.9,80,0
0,7.1,91,0
0,8.1,89,0
0,7.6,99,0
0,6.8,96,0
0,8.4,66,0
0,10.4,68,0
0,11.2,75,0
0,8,86,0
0,6.3,99,0
0,6.4,88,0
0,5,100,0
0,12.5,59,0
0,15,50,0
0,17.7,58,0
0,18.5,58,0
0,19.5,53,0
0,13.4,45,0
0,14.1,51,0
0,13.9,51,0
0,14.7,31,0
0,15.5,56,0
0,16.2,49,0
0,17,54,0
0,16.8,61,0
0,13.4,51,0
0,11.3,59,0
0,11.7,68,0
0,13.3,60,0
0,13,70,0
0,15.9,58,0
0,14,64,0
0,14.8,56,0
